source_image,output_image,sha256,max_conf,predicted_class_id,predicted_class_name,prediction_count
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\construction-1115-_jpg.rf.62c22859012f63be27c3bb70e7fb0ab2.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_8281f1e2a5818ac5.jpg,8281f1e2a5818ac587e8d91d700b80cef4db0b0f91741bd5abc79d89236160f1,0.71755051612854,16,保健品,4
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\2009_004301_jpg.rf.52870185c6f40def32c646caae4aefeb.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_0a67159c296a255e.jpg,0a67159c296a255e6af433a2440478477b5e83478a71f27805533156aa9c403f,0.7151314616203308,17,其他,15
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\valid\images\construction-3-_mp4-21_jpg.rf.748824184ade4d8baabd61e3c8684dc7.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_6baef27f445035e0.jpg,6baef27f445035e06781300a35edd7e25e5777e71b299dd8fcee39c97682ffda,0.7135076522827148,16,保健品,13
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\youtube-829_jpg.rf.66d152eed61344e0f7df6bcae6aa3265.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_3bb37df0a75e2115.jpg,3bb37df0a75e21151d9d22559654f5266af1924dc8329b1e98d738cbff95f50e,0.7105274796485901,17,其他,8
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\construction-2-_mp4-219_jpg.rf.af4db0c3872cad6e11e9f13d8ca8cc21.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_502a810faf701d76.jpg,502a810faf701d76620bbcf352945f33abac04921446379c2c8ec9542932b71a,0.7088821530342102,16,保健品,12
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\image_435_jpg.rf.75796c9d6cf761c1043a8e5cc4493c25.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_09902d0dcb348abe.jpg,09902d0dcb348abecc2cdc48c78210ca8501642e6054d3c4036be81960063d81,0.7024272084236145,16,保健品,16
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\Movie-on-10-31-22-at-10_08-AM_mov-3_jpg.rf.ca376393278b2d95e50bac9693917609.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_6ded83ee478bcc7e.jpg,6ded83ee478bcc7e9e1e2b7bea8888abab5b26382e4b7c383124f64de8053a9d,0.7018941044807434,16,保健品,11
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\youtube-832_jpg.rf.17ac38d0809289d028c11649da754ec8.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_b236e9e9a436d2f5.jpg,b236e9e9a436d2f5aa19784448476da811535b4dfd753d23cdb50905120b3d9a,0.7015213966369629,17,其他,6
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\valid\images\Mask2_mov-11_jpg.rf.918a13fa7ce3fd15ed1d138a75751bd4.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_7ea05e0feabc0001.jpg,7ea05e0feabc0001409b1afe02a297f91b93d0491ab73fa66da30870359a1590,0.6937325596809387,17,其他,6
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\construction-543-_jpg.rf.5bd20c3b0147dae9d6222a74b349b3ab.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_ba89aeee4f985a7f.jpg,ba89aeee4f985a7f1fd26d1fd1a126dcfbc886fc4a4d12bfcac5cdb0e8c727be,0.6860053539276123,4,退烧药,12
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\test\images\construction-1159-_jpg.rf.f9a51910ef9772d402665f109a955a27.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_ca3191bf6ae3dcce.jpg,ca3191bf6ae3dccee644d2afc11ebed6b5d9531aa47f02f0b53faeee101dc1b9,0.6741694808006287,16,保健品,9
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\youtube-395_jpg.rf.7023fe0269732ed2c49c97c50cf9dd40.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_68244dce3b0f55cf.jpg,68244dce3b0f55cf372e258c090ed9a2033cb4f666660e19cd5f43655fa5b0cc,0.6685978174209595,16,保健品,7
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\construction-3-_mp4-67_jpg.rf.80d8d4cf508ec028b4070fb7fb41c2f2.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_334519de2ae5a694.jpg,334519de2ae5a6949dd2f254e494eabaa3bd831718e1b774c24572f3d196dc71,0.6660792827606201,16,保健品,18
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\smartmi-3pcs-filter-mask-pm25-haze-dustproof-mask-with-vent_jpg.rf.c11e9743d772b3fbfa343e79e396c29c.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_365068b54cbd58b5.jpg,365068b54cbd58b53e48c5f8e17b952c22d3f39618d85520e5c3123dd1a3d83c,0.665966272354126,17,其他,5
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\youtube-813_jpg.rf.db836cb26bdb53b1c1c823bbdcb317b2.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_54dd2e6b26016d93.jpg,54dd2e6b26016d9390e9761057f552132b41d22e14cc7d9fecaf508d14381a77,0.6569185853004456,16,保健品,17
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\youtube-571_jpg.rf.d3258631b305759362485f343740c0cc.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_0db21f3bd2404af0.jpg,0db21f3bd2404af0e79394612455dc2bc82107d4bdb215f2688d17ee1d58066d,0.6346649527549744,16,保健品,6
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\youtube-730_jpg.rf.36e1dfccfc891da3c930637a7e03bbe1.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_3b2a7282ca5437ae.jpg,3b2a7282ca5437aedeb205e059f8742f889c99817554a1df28a01cd862d0aab8,0.6256177425384521,16,保健品,7
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\ppe_0750_jpg.rf.bfad9230749516d28b4de9c6575e65a7.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_3b91b0c3af14bccf.jpg,3b91b0c3af14bccf67c858a5a4b7128c938f6cf7f1734153a190467ff0d95477,0.6213086247444153,16,保健品,22
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\valid\images\youtube-391_jpg.rf.941d2a1277953dea6f593a6f4a790a1f.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_74857c381f33f756.jpg,74857c381f33f756bb594d66c47ae52054d183fffd18188566804b4f8e11483f,0.617453396320343,16,保健品,10
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\Movie-on-10-31-22-at-10_08-AM_mov-0_jpg.rf.0b27eadad4a69b5d54cb3e07b8bd9ab2.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_5f197319efd151d3.jpg,5f197319efd151d322ab825228798fcbd14b8ede433bde49bb7a9dd0ddd621a9,0.6142150163650513,16,保健品,11
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\airport_inside_0449_jpg.rf.a4d068805762de09028ea84983a0eb76.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_e57137b173983151.jpg,e57137b173983151d958fc51203fd385ce0f110f1addffa9d00023464ea2a1b7,0.6091203093528748,13,中成药,5
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\youtube-519_jpg.rf.d2f605362d63e6c778913484dfdfeae8.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_759ba9df5c059fdf.jpg,759ba9df5c059fdfc6e730996844ef6b797fac67df14f6302f5a04a00c13ad79,0.6059272885322571,16,保健品,13
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\165_jpg.rf.d0825fce0d151a292d98b450abe5c481.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_301ec42c1e056f8f.jpg,301ec42c1e056f8f819d063cc9e485b6519fa718bb67410492d75c031aaf96a4,0.602913498878479,17,其他,18
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\valid\images\soooo_jpg.rf.1f8db46d05bb73469eaed2f294d06e4f.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_76308ff356b51dd2.jpg,76308ff356b51dd23ac4300b5c450cce571352c639d58b4832a13798c64ca481,0.5997999906539917,16,保健品,31
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\image_23_jpg.rf.fea0ac5f2cfad839cb8423d8c852276d.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_987bbda71972d856.jpg,987bbda71972d85699a6462a3e3702f19c6581910e347d67c98310c02e4188f3,0.5972023606300354,16,保健品,7
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\valid\images\youtube-804_jpg.rf.788b2e547d94cdbe308d1aa74475b783.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_b008d35b59fb44d7.jpg,b008d35b59fb44d737a4b71d2b25b6fd9db246fac43e20f748273b39c6288d53,0.5959543585777283,8,抗过敏药,2
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\image_426_jpg.rf.3046bfd42848902bfc6634d5d4e5d564.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_07cf0ec995294c6f.jpg,07cf0ec995294c6fae222bb72acac9e0d1fc1e5450a8685d77f46ff70026d9ba,0.5848945379257202,8,抗过敏药,16
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\valid\images\Movie-on-10-31-22-at-10_08-AM_mov-6_jpg.rf.d6c12e2df8c51288bf878a23552cebf7.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_16eb70c704cafe88.jpg,16eb70c704cafe88a09cdb427476aa6e5b72e3884f47fd9e043da34f577a70ec,0.5788344144821167,16,保健品,11
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\test\images\youtube-840_jpg.rf.64ef53bced9bacdd492e0cbc19687e9e.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_7b1b738fd309d816.jpg,7b1b738fd309d816f4753b7c19991678212a842f04f83ba4dddd109ca631b0e4,0.5766260623931885,16,保健品,10
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\005376_jpg.rf.f9ddfb0104a7fc8b3473d7daa8cd919f.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_8dde612db82c5ea0.jpg,8dde612db82c5ea0becc955b4f2df83c52fdfc8cefe46a2579e3de577877d083,0.5755018591880798,17,其他,11
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\youtube-849_jpg.rf.58e99890e7585690835ff2d91e4df2e7.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_67976d1f3d2e42e4.jpg,67976d1f3d2e42e480470a86a3bf0c2aacdac8584967527edf79f147b44c4840,0.5670505166053772,16,保健品,9
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\youtube-855_jpg.rf.667d93c65ff338e9667711c415dc4fbe.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_fce5db5c60716513.jpg,fce5db5c60716513e9374c86dd4e37635bce62223622db44262aaa288c66fe66,0.5650478601455688,16,保健品,8
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\image_31_jpg.rf.572f6489a59ecf3ab8951ddb18ca8f7c.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_5f2d0454506c4c7d.jpg,5f2d0454506c4c7dec91719817c4cade007ae5802a4efd9f37ee737e1212ca46,0.5552254319190979,16,保健品,4
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\youtube-812_jpg.rf.7ef91e532f0cef47539405bee4526a46.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_ba0cc0773b06a758.jpg,ba0cc0773b06a758e476a47de69da90c03cc3a81c81750eb659c40901aa1ac38,0.5550575852394104,16,保健品,18
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\test\images\construction-675-_jpg.rf.b84f55bdd16f9e64e8933d093eedd012.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_21165583a3465d06.jpg,21165583a3465d062fa4f35bdd1ee5f96b7c9cbaf55cfc41a7891d476633ea97,0.5504801869392395,16,保健品,17
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\youtube-615_jpg.rf.981934ed0257d9348ae109b85e511ebd.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_4e61b2f3d52780ad.jpg,4e61b2f3d52780adb38acbd25f4db08946b66cde3fc41d6f421161fb3363e894,0.5420267581939697,16,保健品,16
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\youtube-574_jpg.rf.03f4ac2e50176833d4dbf4587ccf59bc.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_89cf9fc03d2e883a.jpg,89cf9fc03d2e883ad9af3b201aaa2b37d21108f2b524910920e9e0d1c083ce25,0.5384775996208191,16,保健品,4
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\-1680-_png_jpg.rf.6b9519a704f9ab6d81fa1bc4da9fff3e.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_b4104b33a1d38947.jpg,b4104b33a1d38947e6743eb8357d5a15a7c5c815345c3059fe4dabfc97f8a538,0.5380246639251709,16,保健品,10
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\405_jpg.rf.cbc7061cdb399a992067d76804e844ac.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_39ac61173bded1c5.jpg,39ac61173bded1c54a5479bc2fa43291fb1e60cce9fff000f5c2ab03fa40ebbb,0.5358880162239075,17,其他,14
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\img17_jpg.rf.2e7f06ceb624e63f407fc3334aa8a4a6.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_5786c77cd4fb1ec5.jpg,5786c77cd4fb1ec5429099b27da311fcfafcb9d30e8a8650a245ee0aab408129,0.5313217043876648,17,其他,5
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\youtube-492_jpg.rf.be64ec25b70706b1086a639bf68313df.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_e5c90a20b3363dbb.jpg,e5c90a20b3363dbb4086fb969750d335afee4abe8fdb742812dddc5eba22604b,0.5224340558052063,16,保健品,6
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\valid\images\IMG_3100_mp4-3_jpg.rf.f3924cb7f0f86a730942c9f3aa166f28.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_bd7ba2ff0165fd27.jpg,bd7ba2ff0165fd279ba69cef82bdc9a411008596ee030cb72eb87158a4fa470f,0.5192366242408752,16,保健品,14
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\valid\images\Mask2_mov-15_jpg.rf.acff530cf3725342231627f7515288d6.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_96dd867eb8b36e4d.jpg,96dd867eb8b36e4d5d9d4f094e6dfb52f103b1cd2ce5dd65ec0a2bcbc1054157,0.5104551911354065,17,其他,3
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\construction-5-_mp4-161_jpg.rf.a024b3a5de821f45f55b045f5e2194cb.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_5fbfb9934a74b7a3.jpg,5fbfb9934a74b7a399e8a8463e290319b0cc1e7fe8c1b297a5c13b83c6dd3aa0,0.5087222456932068,16,保健品,1
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\Movie-on-10-31-22-at-10_08-AM_mov-5_jpg.rf.cf48c1bf2079f3b65db66fb64d925a20.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_a2ffc1a35187c1d8.jpg,a2ffc1a35187c1d8f3b10a0ed501558a0d835080561f798c375a39c4b4520fa4,0.49932166934013367,16,保健品,9
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\construction-1-_mp4-51_jpg.rf.c392949aa3b32779f29887335ad3f377.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_93878466d6039433.jpg,93878466d6039433665112e6b6f2a1154b90941db11b50cb87d7cb2c2e1b4e89,0.4975578188896179,8,抗过敏药,9
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\test\images\youtube-596_jpg.rf.88eea3c5f17c135e6b0dfcd7acd8ce9d.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_e26500d4b18446d4.jpg,e26500d4b18446d4e809e4ea5966d52ff5ad0e999787dc938851c1b6ca471c37,0.4974081814289093,16,保健品,8
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\train\images\youtube-266_jpg.rf.032e44ea6433b3f2ec283eedafcc5b31.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_5e9fe72ed7c8ff65.jpg,5e9fe72ed7c8ff653a7d379fb6f5ec3e55eb30cb5a03c80266ee25d2b39b9378,0.49336639046669006,17,其他,25
C:\Users\王鑫\OneDrive\桌面\ai-vision\软通动力实训-2026-07\软通动力实训-2026-07\ai-training\data\yolo\worksite\images\valid\images\youtube-392_jpg.rf.7ae8ad40bc5ce3b8b6f4354898cb9455.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\hardneg_f4e6398e8da28b0c.jpg,f4e6398e8da28b0ceac666a6c1ec7654fd421b32423a114c30580099224ae166,0.4931289553642273,16,保健品,4
